"마찬가지/NNG","9"
"싫/VA","20"
"OTT/OL","22"
"어떡하/VV","6"
"울/NNG","1"
"트/VV","9"
"강/NNG","2"
"연금/NNG","1"
"언젠가/MAG","4"
"시청자/NNG","10"
"선택권/NNG","1"
"낫/VA","13"
"그래서/MAC","12"
"깎이/VV","1"
"소액/NNG","2"
"창/NNG","49"
"ㄴ다면/ECE","22"
"든/JX","8"
"여운/NNG","5"
"즐기/VV","24"
"냅두/VV","3"
"딱/MAG","12"
"외국어/NNG","5"
"어떻게/MAG","26"
"하나/NNG","23"
"기준/NNG","6"
"보조/NNG","1"
"스타일/NNG","5"
"직접/MAG","3"
"투명도/NNG","1"
"적절히/MAG","1"
"멀/VV","1"
"정상적/NNG","7"
"사고/NNG","1"
"지식인/NNG","1"
"머리/NNG","3"
"빵꾸/NNG","1"
"뚫리/VV","1"
"나/EFQ","44"
"씩/MAG","9"
"씩/XSN","21"
"빠지/VV","16"
"띄어쓰기/NNG","1"
"등/NNB","36"
"소한/NNG","1"
"방향/NNG","2"
"가로/NNG","8"
"고정/NNG","6"
"옮기/VV","7"
"해당/NNG","8"
"에피소드/NNG","6"
"설명/NNG","13"
"사소/NNG","1"
"탑/NNG","4"
"따로/MAG","14"
"제/NNG","14"
"일지/NNG","1"
"새/VA","1"
"편/NNG","16"
"PC/OL","19"
"와/VV","4"
"차이/NNG","3"
"확실히/MAG","2"
"낳/VV","18"
"부실/NNG","1"
"액션/NNG","1"
"좀더/MAG","8"
"많으/UN","1"
"리/NNB","5"
"니/VV","10"
"어떴까/UN","1"
"폰트/NNG","2"
"랑/JC","49"
"대로/JX","25"
"돌려주/VV","15"
"무엇/NP","15"
"아랍어/NNG","6"
"라도/NNP","5"
"개인/NNG","7"
"새롭/VV","2"
"날짜/NNG","7"
"맞추/VV","6"
"몰입/NNG","19"
"도가/NNG","1"
"분산/NNG","2"
